,row,column,tcid,tbid,created_at,user_agent,total_events,session_duration_s,total_scroll_depth,max_scroll_depth,TOUCH_START_count,SCROLL_count,RESIZE_count,VISIBILITY_CHANGE_count
4815,2379,2,2c44be8a-22a1-4e9d-a962-48c8500255a7,107593e2-8947-41ce-927e-1893b7a21879,2025-02-27 14:24:53.499,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",24,37.547,752.0,205.0,8,4,4,1
4816,2379,3,2c44be8a-22a1-4e9d-a962-48c8500255a7,107593e2-8947-41ce-927e-1893b7a21879,2025-02-27 14:24:59.208,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",24,37.547,752.0,205.0,8,4,4,1
4817,2379,4,2c44be8a-22a1-4e9d-a962-48c8500255a7,a7a425b8-8258-41c4-be10-993a016deb59,2025-02-28 19:01:07.720,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",87,90.678,2402.0,1113.0,44,10,10,0
4818,2379,5,2c44be8a-22a1-4e9d-a962-48c8500255a7,a7a425b8-8258-41c4-be10-993a016deb59,2025-02-28 19:01:13.164,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",87,90.678,2402.0,1113.0,44,10,10,0
4819,2380,0,544057bd-f439-4ee6-821d-dbdd11ef73e7,f1175685-1e49-4f0b-8484-29100d7621d8,2025-02-25 11:56:12.488,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",264,246.738,5164.0,600.0,0,19,0,2
4820,2380,1,544057bd-f439-4ee6-821d-dbdd11ef73e7,4fcea637-92fd-40f2-a0c8-181dcb5b6e73,2025-02-25 11:59:19.808,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",12,5.062,0.0,0.0,0,0,0,0
4821,2380,2,544057bd-f439-4ee6-821d-dbdd11ef73e7,ae7025da-12c1-4088-9251-e9db165b68ed,2025-02-25 12:00:31.061,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",13,3.725,0.0,0.0,0,0,0,0
4822,2380,3,544057bd-f439-4ee6-821d-dbdd11ef73e7,6ac03cc5-fa7f-4256-a5a5-f3af8f4fb0d2,2025-02-25 13:10:08.586,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",26,68624.903,0.0,0.0,0,0,0,4
4823,2380,4,544057bd-f439-4ee6-821d-dbdd11ef73e7,6ac03cc5-fa7f-4256-a5a5-f3af8f4fb0d2,2025-02-25 13:10:14.170,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",26,68624.903,0.0,0.0,0,0,0,4
4824,2380,5,544057bd-f439-4ee6-821d-dbdd11ef73e7,6ac03cc5-fa7f-4256-a5a5-f3af8f4fb0d2,2025-02-26 08:11:54.599,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",26,68624.903,0.0,0.0,0,0,0,4
4825,2381,0,3e888820-9b6d-4dac-a8d6-b33b6846b794,b329bb20-c5ca-44aa-82de-6806cb191ea8,2025-02-25 11:34:50.414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",433,599.06,5280.0,1000.0,0,20,0,3
4826,2382,0,9859a28a-43ad-422c-a7c6-d5c94e39cb43,68f05f79-291a-4a48-8b92-7b24d9b49f47,2025-02-25 10:06:45.254,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",338,589.574,41397.0,2989.0,54,29,31,4
4827,2382,1,9859a28a-43ad-422c-a7c6-d5c94e39cb43,ef16416f-a4ed-4f7e-88c7-cb090b787fa3,2025-02-25 14:29:50.083,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",1551,1028.059,35721.0,2667.0,208,76,66,8
4828,2382,2,9859a28a-43ad-422c-a7c6-d5c94e39cb43,ef16416f-a4ed-4f7e-88c7-cb090b787fa3,2025-02-25 14:29:55.500,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",1551,1028.059,35721.0,2667.0,208,76,66,8
4829,2382,3,9859a28a-43ad-422c-a7c6-d5c94e39cb43,d27ae4a9-6b9f-4550-8dd1-cfe9fcaea2db,2025-03-02 15:51:55.898,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",933,510.82,107648.0,6398.0,231,82,78,5
4830,2382,4,9859a28a-43ad-422c-a7c6-d5c94e39cb43,d27ae4a9-6b9f-4550-8dd1-cfe9fcaea2db,2025-03-02 15:52:01.418,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",933,510.82,107648.0,6398.0,231,82,78,5
4831,2382,5,9859a28a-43ad-422c-a7c6-d5c94e39cb43,5e01726b-363e-41f3-98c7-a8c9d12b5809,2025-03-02 16:00:50.224,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",38,16.781,981.0,435.0,10,4,7,0
4832,2382,6,9859a28a-43ad-422c-a7c6-d5c94e39cb43,1881215b-1419-49fd-8738-4ae3af669a06,2025-03-03 11:48:46.355,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",70,28.527,1294.0,419.0,20,6,7,0
4833,2382,7,9859a28a-43ad-422c-a7c6-d5c94e39cb43,1881215b-1419-49fd-8738-4ae3af669a06,2025-03-03 11:48:52.125,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",70,28.527,1294.0,419.0,20,6,7,0
4834,2383,0,0df87af8-c82e-45b9-9c82-cf305c16089b,86c0b8eb-56ba-474c-af72-db15db79740c,2025-02-25 20:27:17.025,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",31,6.227,9225.666748046875,3815.666748046875,18,3,1,0
4835,2383,1,0df87af8-c82e-45b9-9c82-cf305c16089b,85a16c6b-279c-4671-ab98-bad0e9cc97d9,2025-02-25 20:28:01.643,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",449,175.097,38644.99996948242,6075.66650390625,244,22,3,0
4836,2383,2,0df87af8-c82e-45b9-9c82-cf305c16089b,8d329934-4aaa-4d5e-89cb-813d87379feb,2025-02-25 20:36:19.246,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",800,31355.888,229877.33380126953,12046.3330078125,309,87,27,19
4837,2383,3,0df87af8-c82e-45b9-9c82-cf305c16089b,8d329934-4aaa-4d5e-89cb-813d87379feb,2025-02-26 04:45:14.088,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",800,31355.888,229877.33380126953,12046.3330078125,309,87,27,19
4838,2383,4,0df87af8-c82e-45b9-9c82-cf305c16089b,607e922c-17a2-4903-ac72-f3ae04860667,2025-03-01 07:04:49.030,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",101,27.238,24132.99967956543,3177.333251953125,50,15,3,0
4839,2383,5,0df87af8-c82e-45b9-9c82-cf305c16089b,607e922c-17a2-4903-ac72-f3ae04860667,2025-03-01 07:04:54.544,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",101,27.238,24132.99967956543,3177.333251953125,50,15,3,0
4840,2384,0,35abedfb-2d0c-4d5d-a5ae-3049ca46ba22,06336fb4-6fed-4d1e-82c5-257ea3505c29,2025-02-25 12:23:42.553,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",432,354.559,22146.0,2138.0,143,45,27,7
4841,2385,0,3155afe8-fcb3-4331-b582-a2a5a6e332ba,65157f58-0c56-46c4-b801-f9410628078d,2025-02-25 11:33:12.422,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",325,315.797,17521.0,3295.0,75,32,31,3
4842,2385,1,3155afe8-fcb3-4331-b582-a2a5a6e332ba,a6e76654-23de-4678-961c-99f298f21fb4,2025-03-01 06:25:32.739,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",3,2186.572,0.0,0.0,0,0,0,3
4843,2385,2,3155afe8-fcb3-4331-b582-a2a5a6e332ba,a6e76654-23de-4678-961c-99f298f21fb4,2025-03-01 07:02:24.681,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",3,2186.572,0.0,0.0,0,0,0,3
4844,2385,3,3155afe8-fcb3-4331-b582-a2a5a6e332ba,a6e76654-23de-4678-961c-99f298f21fb4,2025-03-01 07:02:30.044,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",3,2186.572,0.0,0.0,0,0,0,3
4845,2386,0,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,d524d919-79b0-4884-a709-380a56526f5a,2025-02-25 10:24:56.378,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",843,8446.683,51227.66645336151,4748.0,272,47,33,13
4846,2386,1,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,d524d919-79b0-4884-a709-380a56526f5a,2025-02-25 12:37:57.713,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",843,8446.683,51227.66645336151,4748.0,272,47,33,13
4847,2386,2,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,ee86ca71-059e-43cd-8f60-d7fb014a7767,2025-02-25 12:45:51.575,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",432,378.159,10165.000024795532,779.0,136,35,12,3
4848,2386,3,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,58617b07-4a20-4da1-93ea-d359ed85796f,2025-02-25 16:30:55.998,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",4,3855.197,0.0,0.0,0,0,1,3
4849,2386,4,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,58617b07-4a20-4da1-93ea-d359ed85796f,2025-02-25 16:31:01.705,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",4,3855.197,0.0,0.0,0,0,1,3
4850,2386,5,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,58617b07-4a20-4da1-93ea-d359ed85796f,2025-02-25 17:35:00.555,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",4,3855.197,0.0,0.0,0,0,1,3
4851,2386,6,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,425c6ada-6d44-4e0c-bfb6-f2313004d7bc,2025-02-25 20:21:52.184,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",2,7.163,0.0,0.0,0,0,0,1
4852,2386,7,4e1cdb6a-14ea-4b4e-8bbe-92ac7469a851,425c6ada-6d44-4e0c-bfb6-f2313004d7bc,2025-02-25 20:21:58.982,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",2,7.163,0.0,0.0,0,0,0,1
4853,2387,0,b2c5d86d-bbfb-424a-83d7-59658a1b9b8f,306ad5a6-3c5e-418a-8a7f-a197c26d7d0b,2025-02-25 18:52:55.019,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36,gzip(gfe);GoogleHypersonic",484,541.215,411214.3941627741,14516.7998046875,0,80,0,0
4854,2388,0,5838fc0e-b204-4d9d-8229-b30fe72d9d2f,5f361013-07ce-4b1d-be5e-2b2eaff051d7,2025-02-25 16:51:54.102,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",334,1759.682,6215.272777557373,906.9091186523438,62,20,20,4
4855,2389,0,26576736-bbf5-4c33-82cd-20eed12bd8ae,c1dcff8e-5941-4772-b324-82f656a228d2,2025-02-25 18:06:37.275,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",1477,8199.392,99225.09058666229,2887.636474609375,533,159,82,4
4856,2389,1,26576736-bbf5-4c33-82cd-20eed12bd8ae,c1dcff8e-5941-4772-b324-82f656a228d2,2025-02-25 20:05:00.741,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",1477,8199.392,99225.09058666229,2887.636474609375,533,159,82,4
4857,2389,2,26576736-bbf5-4c33-82cd-20eed12bd8ae,d9833576-5bda-49a6-a875-0be32b9b484f,2025-03-01 13:49:11.146,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",347,3516.848,29784.363788604736,3015.636474609375,147,29,13,3
4858,2389,3,26576736-bbf5-4c33-82cd-20eed12bd8ae,d9833576-5bda-49a6-a875-0be32b9b484f,2025-03-01 13:49:16.972,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",347,3516.848,29784.363788604736,3015.636474609375,147,29,13,3
4859,2389,4,26576736-bbf5-4c33-82cd-20eed12bd8ae,d9833576-5bda-49a6-a875-0be32b9b484f,2025-03-01 14:46:38.797,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",347,3516.848,29784.363788604736,3015.636474609375,147,29,13,3
4860,2389,5,26576736-bbf5-4c33-82cd-20eed12bd8ae,e1b67cc2-bf9b-4734-80aa-bc42789ad8ac,2025-03-01 16:21:24.983,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",71,2355.632,7196.363555908203,1706.54541015625,27,10,4,5
4861,2389,6,26576736-bbf5-4c33-82cd-20eed12bd8ae,e1b67cc2-bf9b-4734-80aa-bc42789ad8ac,2025-03-01 16:21:30.521,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",71,2355.632,7196.363555908203,1706.54541015625,27,10,4,5
4862,2389,7,26576736-bbf5-4c33-82cd-20eed12bd8ae,e1b67cc2-bf9b-4734-80aa-bc42789ad8ac,2025-03-01 17:00:36.154,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",71,2355.632,7196.363555908203,1706.54541015625,27,10,4,5
4863,2390,0,9b160959-44a4-4978-82c2-5503697d2f81,b28e9575-c971-40ab-a9ac-9181b39a4272,2025-02-25 07:32:02.760,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",1206,3881.48,623325.0,31939.0,310,113,99,5
4864,2390,1,9b160959-44a4-4978-82c2-5503697d2f81,b28e9575-c971-40ab-a9ac-9181b39a4272,2025-02-25 08:36:45.733,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",1206,3881.48,623325.0,31939.0,310,113,99,5
4865,2390,2,9b160959-44a4-4978-82c2-5503697d2f81,ebb5817c-8836-43ac-ab45-8d59858c9c0b,2025-02-25 12:04:35.039,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",100,90.795,45198.0,9071.0,30,12,3,3
4866,2390,3,9b160959-44a4-4978-82c2-5503697d2f81,ebb5817c-8836-43ac-ab45-8d59858c9c0b,2025-02-25 12:04:41.024,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",100,90.795,45198.0,9071.0,30,12,3,3
4867,2391,0,5838fc0e-b204-4d9d-8229-b30fe72d9d2f,5f361013-07ce-4b1d-be5e-2b2eaff051d7,2025-02-25 16:51:54.102,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",334,1759.682,6215.272777557373,906.9091186523438,62,20,20,4
4868,2392,0,088dca50-2cd9-4c34-baf7-c3968910f2fc,07afd441-ecd0-4a41-afa2-006f6ec55f9b,2025-02-25 15:59:53.062,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,38,503.848,1020.0,1020.0,0,2,0,6
4869,2392,1,088dca50-2cd9-4c34-baf7-c3968910f2fc,e585174b-d178-4562-b1a3-d358538d7d5f,2025-02-25 16:22:40.504,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,1178,2440.464,6324.0,1428.0,0,15,4,31
4870,2392,2,088dca50-2cd9-4c34-baf7-c3968910f2fc,f6290b4c-a851-4b80-944a-f3cf5270ca1c,2025-02-25 16:37:54.427,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,57,33.254,3284.0,1285.0,0,4,0,0
4871,2392,3,088dca50-2cd9-4c34-baf7-c3968910f2fc,ab82368e-77ec-474c-86bf-7ad595c87c65,2025-02-25 16:42:01.529,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,8,7.861,510.0,510.0,0,2,0,0
4872,2392,4,088dca50-2cd9-4c34-baf7-c3968910f2fc,cd94e76a-0354-47b9-a5b3-f221f0e71d99,2025-02-25 16:45:18.782,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,11,4.888,102.0,102.0,0,1,0,0
4873,2392,5,088dca50-2cd9-4c34-baf7-c3968910f2fc,7dacd21a-9c52-48f9-b9c9-23e8aba95702,2025-03-02 14:48:35.919,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,236,849.67,102.0,102.0,0,1,2,12
4874,2392,6,088dca50-2cd9-4c34-baf7-c3968910f2fc,7dacd21a-9c52-48f9-b9c9-23e8aba95702,2025-03-02 14:48:41.552,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,236,849.67,102.0,102.0,0,1,2,12
4875,2393,0,18b56208-d420-430d-bbb3-71b57fc442ba,63dc5ca6-b66c-491a-a8c5-51a05de275f4,2025-02-25 12:32:43.449,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15,gzip(gfe);GoogleHypersonic",239,642.416,253455.1996574402,4959.2001953125,0,106,0,7
4876,2393,1,18b56208-d420-430d-bbb3-71b57fc442ba,1369d4d9-ac8d-4ffb-a162-526091bcebc0,2025-02-25 12:44:29.877,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15,gzip(gfe);GoogleHypersonic",71,1723.873,1715.1999816894531,486.3999938964844,0,8,0,8
4877,2393,2,18b56208-d420-430d-bbb3-71b57fc442ba,bb117e2a-eba2-44fb-9a22-52c21cb5fc68,2025-02-25 12:45:08.006,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15,gzip(gfe);GoogleHypersonic",1598,3149.655,56769.60022640228,2000.0,0,123,0,50
4878,2393,3,18b56208-d420-430d-bbb3-71b57fc442ba,535c7440-6562-4e2e-b706-71318c4255e1,2025-02-25 13:15:27.267,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15,gzip(gfe);GoogleHypersonic",6,99.441,0.0,0.0,0,0,0,3
4879,2393,4,18b56208-d420-430d-bbb3-71b57fc442ba,08f1bfc9-5700-4ee0-929c-fc970d61b8c0,2025-02-28 12:47:18.033,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15,gzip(gfe);GoogleHypersonic",146,240.161,4638.400013923645,575.2000122070312,0,27,0,3
4880,2393,5,18b56208-d420-430d-bbb3-71b57fc442ba,08f1bfc9-5700-4ee0-929c-fc970d61b8c0,2025-02-28 12:48:19.433,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15,gzip(gfe);GoogleHypersonic",146,240.161,4638.400013923645,575.2000122070312,0,27,0,3
4881,2394,0,e53e4744-3a96-4234-8447-6daac278fc35,cb1ffe9b-c284-4a2b-8150-4d781c221bd1,2025-02-25 19:19:42.280,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",706,10917.479,33184.0,2900.0,0,46,0,5
4882,2394,1,e53e4744-3a96-4234-8447-6daac278fc35,cb1ffe9b-c284-4a2b-8150-4d781c221bd1,2025-02-25 21:24:36.114,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",706,10917.479,33184.0,2900.0,0,46,0,5
4883,2394,2,e53e4744-3a96-4234-8447-6daac278fc35,cb1ffe9b-c284-4a2b-8150-4d781c221bd1,2025-02-25 22:21:35.852,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",706,10917.479,33184.0,2900.0,0,46,0,5
4884,2395,0,8ebb3f00-6964-41b0-8269-4c15c5935e21,d6a4db78-89a2-4552-807f-09aca7eed9ec,2025-02-25 16:02:30.647,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",642,1285.837,17286.181979179382,2878.181884765625,181,55,27,5
4885,2395,1,8ebb3f00-6964-41b0-8269-4c15c5935e21,3d7054d0-aee1-49c6-a9c5-7cbe5da75a46,2025-02-26 12:34:02.747,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",11,10.494,231.63636779785156,134.18182373046875,4,2,2,1
4886,2395,2,8ebb3f00-6964-41b0-8269-4c15c5935e21,3d7054d0-aee1-49c6-a9c5-7cbe5da75a46,2025-02-26 12:34:08.534,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",11,10.494,231.63636779785156,134.18182373046875,4,2,2,1
4887,2396,0,f82f7175-56d1-4b5d-b8d1-0268414e3e40,08df8e73-4276-4b33-9d8f-6816d64f4422,2025-02-25 13:44:18.256,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",1400,486.889,237595.10583496094,11500.3818359375,0,119,0,6
4888,2397,0,9fb2f30a-09e0-4640-a3ab-bbb63ecbc60b,25e62ed8-b47c-40b5-8d7d-5ed462c952fd,2025-02-25 11:38:15.669,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",81,147.219,8100.0,1400.0,0,11,0,1
